ID,shop name,postal code,phone number,star,price,number of reviews,street address
402,taco spot,90041,3232567001,-1,$,426,2006 colorado blvd
403,east los angeles tacos,90015,8553528226,-1,$,10,953 georgia st
404,taco plus,90034,3102041859,-1,$,192,9824 national blvd
405,tacos super gallito truck,90024,3238687983,-1,$,166,corner of santa monica blvd and westwood
406,lucy's drive in,90007,2137478919,-1,$,73,1300 w washington blvd
407,margarita's place,90014,2136222663,-1,$,33,103 e 7th st
408,sergio's tacos,90040,3232613364,-1,$,182,2216 s atlantic blvd
409,los compadres restaurant,90012,2136261533,-1,$,16,633 n spring st
410,tamale man,90032,3232215954,-1,$,151,3320 n eastern ave
411,el pelon tacos,90042,,-1,$,61,52 ave york blvd
412,taqueria mi casita,90011,3232345230,-1,$,11,418 e vernon ave
413,tommy taco,90024,3108244114,-1,$,226,970 gayley ave
414,bill's taco house 3,90043,3232954500,-1,$,86,3292 w slauson ave
415,la serenata de garibaldi,90064,3104419667,-1,$$,262,10924 w pico blvd
416,taco sinaloa truck,90005,,-1,$,21,s ardmore ave & w 8th st
417,taqueria y pupuseria el savoy,90006,2137398550,-1,$,11,2439 james m wood blvd
418,tamales lilianas,90022,3237800989,-1,$,406,4629 e cesar e chavez ave
419,la parrilla,90033,3232623434,-1,$$,225,2126 e cesar e chavez ave
420,king taco,90022,3232644067,-1,$,767,4504 e 3rd st
421,placita cafe,90012,2136200774,-1,$,78,711 n main st
422,beto's tacos,90016,,-1,$,31,jefferson & redondo
423,fat burrito,90022,3232663514,-1,$,42,4504 floral dr
424,tacos chapalita,90031,,-1,$,78,2929 1/2 n broadway
425,las islitas no 1,90001,3232348007,-1,$$,47,5875 hooper ave
426,salvamex,90065,3232233914,-1,$,16,1910 cypress ave
427,salsitas picante restaurant,90018,3237669145,-1,$,5,3026 w jefferson blvd
428,el senor taco,90001,3235824709,-1,$,43,1517 e florence ave
429,golazo restaurant,90037,3232350102,-1,$,6,245 w martin luther king jr blvd
430,mary's taco truck,90057,,-1,$,25,northeast corner of 6th and rampart
431,tacos mexico,90014,2134891840,-1,$,32,312 w 7th st
432,mando's family restaurant,90042,3232548017,-1,$,58,6483 n figueroa st
433,ana maria's,90013,2136200477,-1,$,129,"317 s broadway, ste c 9-10"
434,golfo de fonseca restaurant,90029,3236602812,-1,$,54,808 n vermont ave
435,mariscos linda,90023,3232619948,-1,$$,89,3667 e olympic blvd
436,rudy's mexican grill,90026,2134824890,-1,$,5,1263 w 2nd st
437,el vaquero restaurant,90032,3234418536,-1,$,34,4884 1/2 huntington dr s
438,taco bout it,90034,,-1,,10,2692 s la cienega blvd
439,el paissa mexican grill,90037,3238460499,-1,$$,13,4092 s broadway
440,taco house # 3,90014,2134883446,-1,$,7,827 santee st
441,los burritos,90027,3236655585,-1,$,157,4929 w sunset blvd
442,sabor mexicano,90019,2133801669,-1,,6,1151 w venice blvd
443,el pescador number 9,90042,3232558164,-1,$$,170,5230 n figueroa st
444,huarache azteca,90027,2132655871,-1,$,7,1531 n vermont ave
445,rodeo mexican grill,90026,2134838311,-1,$,268,1721 w sunset blvd
446,fresh corn grill,90024,3104700414,-1,$$,298,1266 westwood blvd
447,martha's kitchen,90013,2136258341,-1,$,10,507 e 4th street
448,metro balderas,90042,3234788383,-1,$,64,5305 n figueroa st
449,juan23 food truck,90068,3232025701,-1,,9,3550 cahuenga blvd w
450,la fuente no 3,90041,3232584303,-1,$$,158,2256 colorado blvd
451,tres palmas,90065,3232238866,-1,$$,35,2910 division st
452,taqueria sanchez,90066,3108228880,-1,$,126,4541 s centinela ave
453,mr. fish & mex grill,90056,3232900801,-1,$$,29,4949 w slauson ave
454,tortas las nuevas,90063,3232640678,-1,$,30,3701 e 1st st
455,cj's cafe,90016,3232929221,-1,$$,149,3655 s la brea ave
456,el pollo sonora,91405,8189883452,-1,$,18,14522 vanowen st
457,tacofix,90042,3237396697,-1,$,138,5831 n figueroa st
458,say fish taco,,,-1,$$,66,
459,qdoba mexican grill,90017,2135720344,-1,$,154,655 s hope st
460,la canasta tortilleria,90023,3232692562,-1,$,18,4112 whittier blvd
461,la imperial tortilleria,90063,3232614151,-1,$,21,3717 e 1st st
462,tacos la mochomita,90038,,-1,$,10,5451 sunset blvd
463,el burrito jr,90019,3239395649,-1,$,33,1018 s la brea ave
464,la corona bar & grill,91406,8188496485,-1,$$,61,16623 sherman way
465,don felix taqueria,90066,3103984979,-1,$,10,3987 sawtelle blvd
466,carrillos restaurant,90003,3237595216,-1,$,6,254 w florence
467,taqueria la que si llena,90063,3232611864,-1,$,38,3630 e cesar e chavez ave
468,ricos tacos el tio,90044,,-1,$,15,6055 s. vermont ave
469,la poblanita,90189,2139840078,-1,$,22,3051 w 7th st
470,tacos el unico,90043,3237592318,-1,$,51,6650 crenshaw blvd
471,the family mexican & soul food restaurant,90003,3238268943,-1,$$,38,6300 s figueroa st
472,lucy's el adobe cafe,90038,3234629421,-1,$$,214,5536 melrose ave
473,villa sombrero,90042,3232569014,-1,$$,155,6101 york blvd
474,mr churro,90012,2136809036,-1,$,378,12 e olvera st
475,el huitlacoche restaurant mexican food,90021,2137490630,-1,$,8,1403 hooper ave
476,el paladar oaxaqueno taco truck,90025,3106910138,-1,$,122,11654 santa monica blvd
477,elvirita cemitas poblanas,90063,3238810428,-1,$,74,3010 e 1st st
478,lucy's drive in,90019,3239384337,-1,$,282,1373 s la brea ave
479,la cocina del sereno,90032,3233322230,-1,$,38,4989 huntington dr
480,zamora brothers,90033,3232276944,-1,$,25,1503 e cesar e chavez ave
481,loteria grill,90036,3239302211,-1,$$,636,6333 w 3rd st
482,el cihualteco,90011,2137482519,-1,$,12,2325 s san pedro st
483,tortilleria la california,90065,3232218940,-1,$,16,2241 cypress ave
484,el sazon oaxaqueno,90066,3103914721,-1,$,60,12131 washington pl
485,torta company,90017,2134386782,-1,$$,55,735 s figueroa st
486,rubens tacos,90034,3103439200,-1,$,89,10113 venice blvd
487,tacos el morro,90023,3232821473,-1,$$$$,2,corner of whittier and albertine
488,sabor latinos,90029,3236631100,-1,$,13,4908 fountain ave
489,taquero mucho,90004,3239131572,-1,$,28,4165 beverly blvd
490,ramona's mexican food products,90016,3235962301,-1,$,56,3728 crenshaw blvd
491,tacos como en el d.f. taco truck,90018,3109484714,-1,$,12,2431 w washington blvd
492,mi tierra restaurant,90022,3237269152,-1,$,22,5949 whittier blvd
493,señor fish,90012,2132657544,-1,$$,39,155 s main st
494,tacomaniaco,90048,,-1,$,22,10400 aviation blvd
495,chiquis tacos,90004,3239078108,-1,$,14,5080 melrose ave
496,el mercado de los angeles,90063,3232624507,-1,$$,215,3425 e 1st st
497,la estrella taco truck,90041,3232686897,-1,$,109,highland view ave & colorado blvd
498,california mexican grill,90064,3104730501,-1,$,44,11106 w olympic blvd
499,señor fish,90026,2134830161,-1,$$,169,1701 w sunset blvd
500,baja bud's,90025,3104772885,-1,$,87,11819 wilshire blvd
501,kelly's cafe,90014,2136830770,-1,$,6,606 s olive st
502,el gallo grill,90022,3239808669,-1,$$,132,4533 e cesar e chavez ave
503,mi ciudad,90065,3233429280,-1,$,9,4017 n. figueroa st
504,tamara's tamales,90066,3103057714,-1,$,139,13352 washington blvd
505,las anitas restaurant,90012,2136231153,-1,$$,113,26 olvera st
506,los burritos,90026,2139779102,-1,$,51,1312 echo park ave
507,cabo wabo cantina,90028,3238601883,-1,$$,280,6801 hollywood blvd
508,acapulco mexicatessen,90022,3232660267,-1,$,10,929 s kern ave
509,la cemita poblana,90001,3235811100,-1,$,15,1114 e firestone blvd
510,right away 231,90015,2135365517,-1,$,31,231 venice blvd
511,tacos el patio,90029,3239570461,-1,$,48,1157 n western ave
512,tacos los carnales,90011,3238461135,-1,$,20,4370 s central ave
513,hecho en mexico,90032,3232260010,-1,$$,146,4976 huntington dr s
514,el pollo grande,90015,2137494573,-1,$,10,1051 w washington blvd
515,super tortas df,90011,3233518379,-1,$,92,1098 e 41st st
516,tacos la fonda,90065,3232210313,-1,$,35,2135 n san fernando rd
517,pena's tacos,91040,8184338634,-1,$,104,8319 foothill blvd
518,tire shop taqueria,90011,,-1,$,112,4069 s avalon blvd
519,venice fish tacos and smoothies,90291,,-1,$,35,1701 ocean front walk
520,dona felix restaurant,90019,3239659350,-1,$,8,5405 venice blvd
521,cabo cantina,90028,3233662565,-1,$$,464,6669 hollywood blvd
522,cj's cafe,90019,3239363216,-1,$,392,5501 w pico blvd
523,el antojito grill,90061,3237576148,-1,$,41,12730 s figueroa st
524,provecho,90042,3232567118,-1,$,5,6901 n figueroa st
525,cemitas poblanas juquilita,90063,3232610390,-1,$,26,532 s lorena st
526,tacos guanajuato,90033,3238079738,-1,$,6,2914 e 4th st
527,loteria grill,90017,2134380200,-1,$$,110,735 s figueroa st
528,la bamba salvadorean & mexican food,90004,3239068614,-1,$,4,4281 beverly blvd
529,tortas ahogadas,91601,8185066473,-1,$,9,5938 vineland ave
530,el borrego de oro,90023,3237801132,-1,$,12,2808 e washington blvd
531,el taco feliz,90065,3234945478,-1,$,26,
532,tacos el güerro,90023,3237073929,-1,$,15,1414 s atlantic blvd
533,mariscos el gringo,90016,3237373977,-1,$$,85,4209 w washington blvd
534,el sonsonateco,90018,3237301241,-1,$,10,2171 w washington blvd
535,my 5 angels,90071,,-1,$,10,400 s grand ave
536,antojitos df,90023,3232644944,-1,$,14,4003 e olympic blvd
537,mi lindo nayarit mariscos,90001,3235895109,-1,$$,109,1020 e florence ave
538,paco taco,90034,3233172282,-1,,4,10871-10899 venice blvd
539,la esquina restaurant,90065,3232211571,-1,$,10,3301 division st
540,cemitas la china poblana,90023,3232638310,-1,$,126,3568 whittier blvd
541,little mexico seafood restaurant,90022,3237809848,-1,$$,61,4937 whittier blvd
542,avenue 2 grill,90010,2133852636,-1,$,91,3456 wilshire blvd
543,los girasoles mexican grill,90016,3233739670,-1,$,13,2851 crenshaw blvd
544,tacos el capitan,90023,,-1,$,27,3750 e olympic blvd
545,la sirena restaurant,90023,3232660278,-1,$$,26,4226 e olympic blvd
546,el taco mexicano no 2,90011,3232331677,-1,$,36,1300 e vernon ave
547,cemitas poblanas,90011,3232325294,-1,$,9,338 e 51st st
548,campos tacos,90066,3103986817,-1,$,60,11620 venice blvd
549,manoly's bakery,90025,3104730622,-1,$,36,11771 santa monica blvd
550,taco bravo,90015,2137490853,-1,$,17,1400 w pico blvd
551,cano's mexican restaurant,90003,3236677762,-1,$$,2,258 w manchester ave
552,nina's food,90033,3239158242,-1,$,7,400 s soto st
553,mariscos chente,90066,3103909241,-1,$$,214,4532 s centinela ave
554,rodolfo's,90012,2136254336,-1,$,35,e-5 olvera st
555,ramona's mexican food products,90003,3237524191,-1,$,50,6900 s san pedro st
556,"tacos a mano, taco stand",90021,3239214561,-1,$,9,1666-1898 mcgarry st
557,king taco,90065,3232232595,-1,$,233,1118 cypress ave
558,la playita,90031,3233430945,-1,$,62,2200 n broadway
559,lupe's lunch room,90023,3232678623,-1,$,15,1198 mirasol st
560,puro sinaloa,90001,,-1,$,5,6400 s central ave
561,tortas ahogadas los tripones,91606,8188218077,-1,$,14,6102 vineland ave
562,el bronco taqueria,90019,3239397026,-1,$,14,5427 venice blvd
563,jose bernstein's,90024,3102084992,-1,$,268,935 broxton ave
564,tacos listo,90007,2135701822,-1,$,5,w 30th st
565,la blanquita carniceria,90063,3232650020,-1,$$,11,4136 e cesar e chavez ave
566,antojitos mexicanos las palmas,90041,,-1,$,6,5047 eagle rock blvd
567,toño's tacos,90022,3232610098,-1,$,16,4300 cesar chavez ave
568,cemitas poblanas don adrian,91401,8187861543,-1,$,20,6524 van nuys blvd
569,marcelino's cafe,90031,3232215444,-1,$$,4,2119 n broadway
570,la serenata de garibaldi,90033,3232652887,-1,$$,293,1842 e first st
571,pescaderia el guero fish market,90065,3232248027,-1,$,9,3520 n figueroa st
572,ave 27 taco truck,90065,,-1,$,7,635 w ave 27
573,el pajonal,90029,3236680517,-1,$,30,1133 n vermont ave
574,super antojitos mexicanos 2,90040,3237284944,-1,$,26,7518 e slauson ave
575,romans pizza,90004,2133869099,-1,$,55,240 n virgil ave
576,tacos el bronco,90001,3235873488,-1,$$,9,8001 s central ave
577,mi teresita taco truck,90029,,-1,$,27,1174 western blvd
578,levon's quality food,90027,8183356803,-1,$,3,4760 sunset blvd
579,los pinos market,90032,3232252594,-1,$,22,4822 huntington dr s
580,el flamin taco,90026,,-1,$,143,2100 sunset blvd
581,tacos oaxaca,90023,3235323375,-1,$,17,4100 whittier blvd
582,mom's tamales,90031,3232269383,-1,$,238,3328 pasadena ave
583,el taquito,90032,3232231649,-1,$,66,5053 huntington dr n
584,taco pete,90059,3235695164,-1,$,48,12007 s central ave
585,mi tierra #2,91402,8188938256,-1,$,42,13762 roscoe blvd
586,carnitas el veneno,90063,3232644762,-1,$,41,541 s indiana st
587,maria's tortillas,90045,3106702645,-1,$,24,5606 w manchester avenue
588,plaza grill cafe,90071,2136246801,-1,$,30,505 s flower st
589,holy moly truck,91343,8185775665,-1,$,35,
590,gus's lunch box,90039,2134008775,-1,$,92,2320 fletcher dr
591,good grill,90015,2137492345,-1,$$,17,210 e olympic blvd
592,mi ranchito,90033,3233926265,-1,$,4,2325 e 1st st
593,la lupita,90033,3232651456,-1,$$,10,2211 e cesar e chavez ave
594,tacos el gavilan taco truck,90003,,-1,$,45,corner of broadway & slauson
595,acapulco mexican restaurant y cantina,90027,3236655751,-1,$$,183,4444 w sunset blvd
596,aires oaxaqueños,90064,,-1,$,5,11780 w pico blvd
597,raul's grill,90006,2133831980,-1,$,19,1011 s alvarado st
598,restaurante el sinaloense,90033,3232683322,-1,$$,7,2702 e cesar e chavez ave
599,tacos el chingon,90058,3239631096,-1,$,15,intersection of alameda and martin luther king jr
600,el siete mares,90026,3236644604,-1,$,282,3131 w sunset blvd
601,sandra's tamales,90022,3237222961,-1,$,107,5390 whittier blvd
602,marlin restaurant,90047,3237533043,-1,$,15,1855 w. manchester ave
603,chano's,90031,3232767981,-1,$,113,3309 n mission rd
604,el tauro taco stand,90020,3233712866,-1,$,8,7st and magnolia
605,torito oaxaqueno,90057,2134834903,-1,$,5,2005 w 8th st
606,el tauro tacos,91606,,-1,$,26,3100 w sunset blvd
607,la adelita food,90015,2134870176,-1,$,60,1287 s union ave
608,cilantro fresh mexican grill,90067,3102770721,-1,$,29,1940 century park e
609,fuente restaurant,90044,3239711854,-1,$,11,5916 s vermont ave
610,rancho park gardens restaurant,90064,3108397750,-1,$,8,10460 w pico blvd
611,guerrero taco,90014,2136248355,-1,$,4,803 s broadway
612,dona ana's kitchen,90061,3232422231,-1,$,7,11313 s avalon blvd
613,angelica's mexican food,90020,3237322554,-1,$,11,w 5th st just e of western
614,leo's tacos,90041,,-1,$,328,4300 eagle rock blvd
615,los juanes meat market,90022,3237240046,-1,$,10,6508 whittier blvd
616,mariscos aeropuerto,90023,3233282513,-1,$,10,
617,tacos bob,90026,,-1,,5,2511 w sunset blvd
618,la papa loca,90021,2136234491,-1,,11,1210 e olympic blvd
619,maya's restaurant,91352,8187644890,-1,$,8,11101 sherman way
620,ye olde taco house #1,90013,2136252700,-1,$,133,340 s hill st
621,worldwide tacos,90008,3232911500,-1,$,118,2419 w martin luther king j
622,el ostion taco truck,90015,2137491147,-1,$,33,924 w washington blvd
623,casa jalisco restaurant,91331,8188237792,-1,$,33,10062 san fernando rd
624,wahoo's fish tacos,90048,3239332480,-1,$,232,6258 wilshire blvd.
625,tamale guy,90026,,-1,,5,1455 w sunset blvd
626,antojitos parral,91601,8186416033,-1,,5,10708 w magnolia blvd
627,la pasadita tacos,90032,,-1,$,8,5434 huntington dr s
628,el rinconcito del mar,90033,3232698723,-1,$$,67,2908 e 1st st
629,rico's tacos,90020,,-1,$,17,303 serrano st
630,d-la tostada,90026,3233016547,-1,,4,534 n hoover st
631,tacos arandinos,90022,,-1,$,11,4752 eagle st
632,la golondrina,90032,6266225832,-1,$,32,4908 huntington dr
633,birrieria chalio,90063,3232685349,-1,$$,79,3580 e 1st st
634,albert mexican food,90032,3232763937,-1,$,9,5189 alhambra ave
635,poquito mas,90025,3104741998,-1,$,396,2215 westwood blvd
636,la cenaduria,90022,3237277827,-1,$,18,1519 garfield ave
637,las 7 regiones,90006,2133857458,-1,$$,24,2648 w pico blvd
638,verdugo taco stand - ave 33,90065,,-1,$,44,verdugo rd and ave 33
639,el kiosko mexican grill,90063,3232663301,-1,$$,35,3534 e first st
640,el pollo dorado,90001,3235643070,-1,$,19,3070 firestone blvd
641,super raspados,91343,8188948351,-1,$,16,8332 sepulveda blvd
642,pollo mundial,90057,2134072225,-1,$,37,800 s alvarado st
643,las maracas,90013,2136234237,-1,,2,217 w 5th st
644,gugus tacos,91405,,-1,$,6,15317 vanowen st
645,los carnales taco truck,90037,,-1,$,87,4403 s figueroa st
646,tacos la pely #3,90001,3232356660,-1,$,5,1100 e 64th st
647,las palmitas fruit,90063,3232622733,-1,$,35,3691 e 3rd st
648,el tejado,90023,3232616661,-1,$$,50,1426 s soto st
649,los originales tacos arabes de puebla,90023,,-1,$,18,3549 olympic blvd
650,la salsa - los angeles,90064,3104790919,-1,$,46,11077 w pico blvd
651,mariscos 4 vientos,90023,3232649420,-1,$,77,1412 s lorena st
652,villanueva mexican grill,91311,8187340015,-1,$,96,20951 devonshire st
653,la fortaleza,90022,3232611211,-1,$,15,501 n ford blvd
654,tacos clarita,90032,3232233844,-1,$,20,5026 huntington dr n
655,23rd street cafe,90007,2133426450,-1,$,279,936 w 23rd st
656,tacos arabes- taco truck,90026,,-1,$,7,1210 logan st
657,cabo cantina,90025,3103125840,-1,$$,455,11829 wilshire blvd
658,chile verde,90045,3106411510,-1,$,45,6913 la tijera blvd
659,guisados,90069,3107770310,-1,$,314,8935 santa monica blvd
660,gish bac restaurant,90018,3237375050,-1,$$,31,4163 w washington blvd
661,mahi mahi seafood grill,90028,3234646244,-1,$,52,6122 sunset blvd
662,cafe aly,90015,2137456766,-1,$,19,310 e pico blvd
663,el torito oaxaqueño,90025,3232828577,-1,$,5,
664,tacos “los 2 primos”,,,-1,$,2,3rd st normandie ave nw
665,armando's lunch truck,90089,5626502951,-1,$,111,3470 mcclintock ave
666,tacos dorados,90029,,-1,$,2,802 n vermont ave
667,el gallo giro,90011,3232333623,-1,$,11,701 e jefferson blvd
668,tacos y maricos yiyo's,90011,3232349882,-1,$,3,4801 hooper ave
669,el nuevo mariscos tampico,90023,3232642863,-1,$$,28,3355 whittier blvd
670,rocky's tacos,90063,3232604642,-1,$,14,3501 e 1st st
671,tacos y tortas guadalajara,90014,2136234402,-1,$,1,306 w 7th st
672,monster taco truck,90033,3232686897,-1,$,10,1202 e 1st st
673,tacos el korita,90006,,-1,$,34,e olympic blvd and herbert ave
674,tacos cebrian,90033,,-1,$,4,123 bailey st
675,a su cena,90042,3233819377,-1,$,5,york blvd at n avenue 51
676,‘tina tacos,90012,2139727525,-1,$,24,135 north grand ave
677,lupitas tacos,90033,,-1,$,8,1924 sheridan st
678,baja hollywood,90028,3234640935,-1,$,4,6801 hollywood blvd
679,el taqueria huracan,90029,3235822640,-1,$,20,4525-4537 santa monica blvd
680,g's taco spot on wheels,90011,3109547256,-1,$,31,5625 s avalon blvd
681,doña garnacha taco truck,90026,,-1,$,8,w sunset blvd & n alvarado st
682,birrieria tlaquepaque,90001,3235810800,-1,$$,47,1734 e florence ave
683,tacos mexico,90004,2133880822,-1,$,51,3660 beverly blvd
