ID,shop name,postal code,phone number,star,price,number of reviews,street address
352,wacky wok,90045,,4.0,$,13,8919 s sepulveda blvd
353,star king bbq,90010,2133845464,4.5,,3,"3807, wilshire blvd"
354,destini cafe,90293,4242282140,4.0,$$ - $$$,9,423 culver blvd
355,palsaik samgyupsal korean bbq,90005,,4.5,,7,863 s western ave
356,midori sushi restaurant,91316,8189950888,4.0,$$ - $$$,34,17047 ventura blvd
357,ombu grill,90020,2136370262,4.5,,2,400 s western ave # 104
358,gyu-kaku japanese bbq,,8188884030,3.5,$$ - $$$,18,6600 topanga canyon blvd
359,india's tandoori,90025,3102689100,4.0,$$ - $$$,15,11819 wilshire blvd
360,hiko sushi,90064,3104737688,4.5,$$$$,22,11275 national blvd
361,galbi king,90064,,4.0,$,14,11267 national blvd
362,chang's,90049,3102072295,3.5,,14,11726 san vicente blvd
363,tofu ya,90025,3104732627,4.0,$,20,2021 sawtelle blvd
364,noodle planet,90024,3102080777,3.5,$,20,1118 westwood blvd
365,torafuku,90064,3104700014,4.0,$$ - $$$,18,10914 w pico blvd
366,california roll factory,90025,3109962366,4.0,$$ - $$$,22,11629 santa monica blvd
367,gingergrass,90039,3236441600,4.0,$$ - $$$,69,2396 glendale blvd
368,fresh korean barbeque,91406,8187589545,4.0,,5,17623 sherman way
369,so hyang korean restaurant,90010,2133855600,4.0,$$$$,6,3435 wilshire blvd
370,kalesa grill,,,4.5,,2,20171 saticoy st
371,honey pig,90005,2133800256,4.0,$$ - $$$,26,3400 w 8th st
372,ramen by omae,91423,8187848981,4.0,,9,14425 ventura blvd
373,restaurant 2117,90025,3104771617,4.0,$$ - $$$,26,2117 sawtelle blvd
374,tamashii ramen house,91601,8189802388,4.0,$,7,11024 magnolia blvd
375,torung restaurant,90028,3234642750,4.0,$,21,5657 hollywood blvd
376,koji's sushi and shabu shabu,90028,3238710200,4.0,,50,6800 hollywood blvd
377,myung dong noodle house,90005,2132511066,4.0,,2,698 irolo st
378,hangari kalgooksoo,90020,2133882326,4.0,,6,3470 w 6th st
379,kyochon chicken,90020,2137399292,4.0,$,21,3833 w 6th st
380,first szechuan wok,90024,3102087785,3.5,,15,10855 lindbrook dr
381,noodle monster,91607,8187697669,4.5,,3,5219 1/2 laurel canyon blvd
382,zencu sushi and grill,90012,2136877780,3.5,$$ - $$$,15,319 e 2nd st ste 206
383,yongsusan,90006,2133883042,4.0,$$$$,9,950 s vermont ave
384,pho 2000,90004,3234615845,4.0,$,25,215 n western ave
385,bang na thai fusion,90012,3236986569,4.0,$$ - $$$,4,637 n spring st
386,chi dynasty,90027,3236673388,4.0,$$ - $$$,30,1813 hillhurst ave
387,jollibee,90041,3232585664,4.0,$,10,2700 colorado blvd
388,wako,90006,,4.0,$$ - $$$,6,2904 w. olympic blvd
389,abc seafood,90012,2136802887,3.5,$,17,708 new high st
390,thai dishes,90045,3103420046,3.5,$$ - $$$,20,6234 w manchester ave
391,hop woo,90064,3105753668,4.0,,19,11110 w olympic blvd
392,mayflower seafood restaurant,90012,2136280116,3.5,,19,679 n spring st
393,pho so 1,91411,8189896377,3.5,,23,6450 sepulveda blvd
394,o dae san korean bbq restaurant,90006,2133839800,3.5,$$ - $$$,15,2889 w olympic blvd
395,twin dragon,90035,3106577355,3.5,$$ - $$$,23,8597 w pico blvd
396,sonagi korean bbq,,2139739292,4.0,$$ - $$$,1,2585 w olympic blvd
397,point point joint restaurant,90010,2133848876,4.0,$,1,3959 wilshire blvd
398,ramen hayatemaru,90064,3104447555,4.0,,1,11678 w olympic blvd
399,star chicken,,,4.0,,1,the promenade at howard hughes center
400,olympic noodle house,90019,3239310007,4.0,,4,4008 west olympic blvd
401,little xian,90007,3237300133,4.0,$$ - $$$,1,1666 1/2 w adams blvd
402,creme caramel la,91411,8189498352,4.0,$,1,14849 burbank blvd
403,lory restaurant,90027,3236669631,4.0,,1,4963 w sunset blvd
404,cafe b,90020,2133651222,4.0,,1,3465 w 6th st
405,mu dung san,90006,,4.0,$$ - $$$,2,1040 s western ave
406,han kook soondae,90005,2133800020,4.0,,1,730 south western avenue
407,plato,90005,2133831984,4.0,,1,3474 w 8th st
408,little ongpin-sunset,90027,3236441738,3.5,,2,5050 west sunset blvd
409,taj palace,90272,3104540988,4.0,,8,15200 w sunset blvd ste 112
410,toluca garden chinese restaurant,91602,8189803492,3.5,,15,10000 riverside dr
411,tokyo delve's,91601,8187663868,3.5,$$ - $$$,27,5239 lankershim blvd
412,man soo korean bbq,90005,2133889494,4.0,,3,3423 w 8th st # 3429
413,tokyo sakura & noodles,90013,2136131003,4.0,,13,333 s alameda st
414,nak won house,90006,2133888889,3.5,,7,1001 south vermont avenue #103
415,sam woo bar-b-q,90012,2136871063,3.5,$$ - $$$,11,727 n broadway
416,tahoe galbi,90010,2133659000,4.0,,18,3986 wilshire blvd
417,nam's red door vietnamese,90731,3108324120,4.0,,12,2253 s pacific ave
418,corner place restaurant,90006,2134870968,4.0,$,16,2819 james m wood blvd
419,orient bistro,,8184564564,4.0,,10,warner center shopping plaza
420,tangier korean barbecue,90027,3236632000,3.5,$$ - $$$,13,2138 hillhurst ave
421,ebisu,90012,2136131644,3.5,,17,356 e 2nd st
422,shabu hyang,90010,2133845464,3.5,$$ - $$$,3,3807 wilshire blvd
423,noodle star,91403,8189950808,4.0,,6,4457 van nuys blvd
424,healthy zone jook hyang,90006,2134875002,2.5,,3,3177 w olympic blvd
425,shima,90291,3103140882,4.0,$$ - $$$,14,1432 abbot kinney blvd
426,pine tree korean bbq,91324,8188861512,3.5,,9,8322 reseda blvd
427,bamboo house,90027,3236682437,4.0,,3,4852 hollywood blvd
428,bahay kubo,90026,2134134804,3.5,,5,2330 west temple street
429,bak kung korean bbq,90019,3237349292,3.5,$$ - $$$,5,3700 w olympic blvd
430,ras noodle,91402,8187823926,3.5,,2,8205 woodman ave ste 104
431,kyushu ramen,91406,8187866005,3.5,$,7,"15355 sherman way,# m"
432,9021 pho restaurant,91423,8187289021,3.5,$$ - $$$,13,14006 riverside dr
433,jung won paik noodle house,90006,2133870410,3.5,,2,2716 w olympic blvd
434,big daddys poke shack,,3103969780,4.0,$,13,79 windward ave
435,gam ja gol,90006,2133816446,4.0,,4,3003 west olympic blvd
436,shik do rak,91325,8188327080,4.0,$$ - $$$,6,18434 devonshire st
437,jr bistro,90012,2136200838,3.5,$,18,750 north hill street
438,mandarin king,91324,8183668999,4.0,$$ - $$$,6,17092 devonshire blvd
439,siam best,,3102780977,3.5,$$ - $$$,13,2533 lincoln blvd.
440,back house,90064,3104816800,3.5,,6,10915 w pico blvd
441,la buffet,91324,8186786688,4.0,,5,19560 nordhoff st.
442,haus,90020,2133885311,3.0,$$ - $$$,9,3826 w 6th st
443,noodle world jr.,90045,3102169888,3.0,,6,8636 s. sepulveda blvd
444,thai town noodle,90027,3236670934,3.5,,2,5136 hollywood blvd
445,china olive,91324,8189983688,3.5,,5,9224 reseda blvd
446,starry kitchen,,,4.0,,8,350 s. grand ave
447,cafe seoul nandarang,90020,2133888513,3.5,,2,3815 west 6th street
448,plum tree inn,90012,2136131819,4.0,$$ - $$$,42,913 n broadway
449,u2 korean barbecue,90019,3237329292,3.0,$$ - $$$,8,3377 w olympic blvd
450,madang 621,90005,,4.0,,4,621 s western ave
451,beverly center food court,90048,3108540070,3.0,$,16,8500 beverly blvd
452,sen asian kitchen,90067,3102777708,3.0,$$ - $$$,14,2000 avenue of the stars
453,legend noodle and grill,90004,2133813300,3.5,,2,209 s vermont ave
454,toshi's sushi,91403,8189864461,3.5,,4,15489 ventura blvd.
455,toto's,91402,8188920310,3.5,,2,14441 roscoe blvd.
456,hong kong diner,91401,8187823388,3.0,,1,14440 gilmore street
457,pho saigon noodle and grill,90015,2137460746,3.0,,1,1753 s hill st
458,union buffet,90049,,3.0,,1,11911 san vicente blvd
459,woori kalbi,91324,8187170234,3.0,,1,9711 reseda blvd
460,8th street restaurant,90005,2133846606,3.0,,1,3331 west 8th street
461,minatto seafood buffet,91364,8188838082,3.0,,2,20401 ventura blvd
462,aladin sweets & market,90004,2133829592,3.0,$,7,139 s vermont ave
463,the flying pig cafe,90013,2136210300,4.0,,9,141 s central ave
464,shanghai rose chinese dim sum,91604,8187622542,3.0,$$ - $$$,12,12229 ventura blvd
465,mochi cat,90012,2136262889,3.0,,2,843 n broadway
466,le chine wok,90077,3104751146,2.5,$$ - $$$,4,2958 beverly glen circle
467,asahi ramen,90025,3104792231,4.0,$,33,2027 sawtelle blvd
468,fu's palace,90035,3102717887,3.0,$$ - $$$,13,8751 w pico blvd
469,pho 99 noodle and grill,90025,3103127881,2.5,,2,11819 wilshire blvd
470,bistro ka japanese restaurant,,8183401300,3.5,$$ - $$$,10,6600 topanga canyon blvd unit 2010a
471,rock n roll sushi,90046,3238488586,2.0,,1,8000 sunset blvd a202
472,sai sai noodle bar,90013,2136241100,2.0,,1,501 s olive st
473,joe noodles,90038,3234680818,1.0,,1,5706 santa monica blvd
474,yook cal bop sang,90005,2133860410,-1,,-1,861 s western ave
475,taste of corea,90004,,-1,,-1,233 s vermont ave
476,manna,,,-1,,-1,alameda
477,casa noodle teriyaki,90029,3239531580,-1,,-1,4710 fountain ave
478,asha indian restaurnt,91356,8185786331,-1,$$ - $$$,-1,"18608 ventura, ca"
479,ron's restaurant,90023,3232685225,-1,$,-1,1720 south soto street
480,mandarin garden restaurant,90006,2133800075,-1,,-1,1001 south vermont avenue
481,yohana sushi and asian cuisine,90064,,-1,,-1,2536 overland ave
482,house of macau,90028,3237455038,-1,,-1,1600 vine street
483,kikuchi cafe,90012,2136801826,-1,,-1,323 east 1st street
484,jang an restaurant,90006,2133834646,-1,,-1,2773 west olympic blvd
485,ho san restaurant,90006,3237370741,-1,,-1,3160 west olympic blvd
486,town noodle,90006,2133885280,-1,,-1,928 s western ave
487,six street noodles,90020,2137390414,-1,,-1,3915 west 6th street
488,roasted sesame kitchen,90029,3233504641,-1,$$ - $$$,-1,4632 santa monica blvd
489,thai angel,90004,3237985575,-1,$$ - $$$,-1,149 n. western ave.
490,insadong restaurant,90006,2133807070,-1,$$ - $$$,-1,3189 w olympic blvd
491,thanh vi,90012,2136873522,-1,$$ - $$$,-1,422 ord street
492,nak won restaurant,90004,3234653409,-1,,-1,4564 beverly blvd
493,boonlerd bbq thai-chinese,91601,8187634463,-1,,-1,11688 magnolia blvd
494,halmae restaurant,90005,2133850655,-1,,-1,3122 west 8th street
495,pho 8 noodle house,91324,8189930088,-1,,-1,10201 reseda blvd
496,miari noodle house,90006,3237350647,-1,,-1,3224 w olympic blvd
497,orchid restaurant & lounge,90020,2132518886,-1,$$ - $$$,-1,3900 w 6th st
498,zen mei bristo,90012,2136267113,4.5,$,9,800 yale st
499,uncle john's cafe,90017,2136233555,4.5,$,10,836 s grand ave
500,little china restaurant,90068,3239698838,4.5,$,9,3535 cahuenga blvd w
501,golden hen,90029,3236610093,5.0,$,5,709 north virgil avenue
502,ramen champ,90012,,4.5,$,7,727 n broadway
503,moon house chinese cuisine,90025,3109669988,4.5,,10,11058 santa monica blvd
504,pagoda inn,91325,8183680299,4.0,,9,19348 rinaldi st
505,mandarin terrace,91352,8187689888,5.0,$,5,8815 sunland blvd
506,china cafe,90013,2136288481,4.5,,8,317 s broadway
507,eaglerock green dragon,90041,3232558889,4.5,$$ - $$$,8,1735 colorado blvd
508,the highland donuts one stop restaurant,90028,,4.0,$,23,1770 n highland ave
509,pick up stix,91344,8183661688,4.5,$,12,18101 chatsworth st
510,golden city restaurant,90012,2132532660,4.5,$$ - $$$,9,960 n hill st
511,siam chan,90066,3109157408,4.0,,8,12470 venice blvd
512,liliya china bistro,90012,2136201717,4.5,,13,108 w 2nd st
513,cheng du,90064,3104774917,4.0,$$ - $$$,12,11538 w pico blvd
514,regent china inn,90012,2136803333,4.0,$,11,747 n main st
515,china star,91324,8188860789,5.0,$$ - $$$,1,9250 reseda blvd.
516,mandarin island,91345,8188935483,5.0,,1,15446 devonshire st
517,heung rae gak,90020,2133830178,5.0,,2,357 south western avenue #102
518,panda wok,91605,8182521808,5.0,,1,8025 webb ave
519,crown wok,91307,8183406928,5.0,,1,6719 platt ave
520,new panda buffet,90016,3232915555,5.0,,2,5120 rodeo rd
521,daily china express,90027,3236669114,5.0,,1,1907 hillhurst ave
522,chinatown station no 3,90006,2133866799,5.0,,1,2201 west pico blvd
523,abc express,90057,2133534858,5.0,,1,1822 west 7th street
524,rice wok,91604,8187668293,5.0,,2,4360 laurel canyon blvd
525,china lites,91607,8185091058,5.0,,1,5424 laurel canyon blvd ste c
526,little beijing,90019,3239547262,5.0,,2,4727 venice blvd
527,royal dragon chinese restaurant,91303,8188870445,5.0,,1,21101 sherman way
528,hunan taste,90036,3239365621,4.5,,10,6031 san vicente blvd
529,garden wok,91335,8188818886,5.0,,6,6117 reseda blvd
530,super wok chinese restaurant,91356,8183426383,4.0,$,11,5418 reseda blvd
531,new moon,90015,2136240186,4.5,$$ - $$$,6,112 w 9th st ste 102
532,jade wok,90012,2136288288,4.5,,3,625 w college st
533,via cafe,90012,2136171481,4.5,$$ - $$$,4,451 gin ling way
534,wok on fire,90035,,4.5,,3,1447 s la cienega blvd
535,cafe orient,91311,8184861221,4.5,,6,20527 devonshire st
536,battam bang,90012,2136209015,4.5,,2,648 new high street
537,china wok express,91311,8188820186,4.5,,2,20869 lassen st
538,sam woo bar b que restaurant,91411,8189886813,4.0,,8,6450 sepulveda blvd
539,hunan cafe,90046,3238221208,4.5,$$ - $$$,10,7986 sunset blvd
540,mandarin chateau restaurant,90012,2136251195,4.5,,3,970 n broadway
541,healthy wok,91403,8189067060,4.0,,4,15030 ventura blvd ste 1b
542,chu's kitchen,90015,2136248928,4.5,$,5,111 west 9th street
543,mandarin kitchen,90025,3104419651,4.0,,6,1822 westwood blvd
544,coral reef,90039,3236603260,4.5,,2,3200 glendale blvd
545,chuan chim restaurant,90028,3234626221,4.5,,3,5644 hollywood blvd
546,shin shin chinese restaurant,90017,3108310257,4.5,,3,1432 w 8th st
547,green tea house,90046,,4.5,,5,7226 w sunset blvd
548,california wok,90025,3102072852,3.5,$$ - $$$,11,12004 wilshire blvd
549,tai pan,90028,3234642989,4.0,$$ - $$$,3,7075 sunset blvd.
550,mogo's restaurant,91403,8187836646,4.0,,9,4454 van nuys blvd ste k
551,chinese deli,91601,8185080333,4.0,$$ - $$$,4,4821 lankershim blvd ste c
552,silver panda,91311,8188851106,4.5,,4,10116 mason ave
553,shin peking restaurant,90006,2133813003,4.5,,5,3101 west olympic blvd
554,great wall chinese restaurant,91335,8189968900,4.5,,7,18331 sherman way
555,fortune gourmet kitchen,90012,2136288188,4.0,$,9,727 n broadway ste 215
556,china garden restaurant,91364,8183470100,4.0,,10,21618 ventura blvd
557,master chef chinese restaurant,90012,2136873638,4.0,,7,937 n. hill street
558,hot wok,91601,8189850967,4.5,,2,4840 lankershim blvd
559,chyn king,90036,3239390011,4.5,,2,5770 w 3rd st
560,young-king chinese restaurant,90006,2134876154,3.5,$,8,3100 w olympic blvd
561,chinese delight,91601,8185088858,4.0,,5,5952 lankershim blvd
562,great china express,91303,8187166888,4.0,,2,6834 de soto ave
563,rice garden,,2136223566,4.0,,4,505 south flower street
564,chinatown express vine,90028,2134628880,4.0,,2,1320 vine street
565,kim chuy restaurant,90012,2136877215,3.5,,8,727 north broadway
566,vim thai-chinese restaurant,90005,2134808159,4.0,$,4,831 s vermont ave
567,lucky number 1 chinese restaurant,90710,3105305262,4.0,,1,1210 lomita blvd
568,golden garden wok,91367,8188841369,4.0,,1,21028 victory blvd
569,wons coffee shop,,,4.0,,1,14440 gilmore street
570,chinatown express,90026,2139287495,4.0,,1,1411 echo park ave ste 101
571,tong sing chinese restaurant,90033,3232660133,4.0,,1,305 n soto st
572,chef wok,90027,3236646312,4.0,,1,1415 north vermont avenue
573,china express,91306,8187045060,3.5,,2,20423 sherman way
574,tangerine chinese restaurant,90012,2136200588,4.0,,2,123 astronaut e s onizuka st
575,peking kitchen,90036,3239361949,4.0,,2,6333 west 3rd street #508
576,howard's cafe,90006,2133857991,4.0,,1,1051 south alvarado street
577,regent seafood restaurant,90012,2136803333,4.0,$$ - $$$,3,747 n main st
578,shanghai winter garden restaurant,90036,3239340505,4.0,,1,5651 wilshire blvd
579,ok chinese food restaurant,90041,3232583178,4.0,,1,2256 colorado blvd
580,hong kong express,90019,3239318888,4.0,,2,1527 crenshaw blvd
581,china panda,90036,3236510108,4.0,,1,418 north fairfax avenue
582,golden dragon express,90027,3236616647,4.0,,1,1549 north vermont avenue
583,golden gate chinese restaurant,90046,3238746777,4.0,,1,7226 west sunset blvd
584,little wang kong,90005,2134873749,4.0,,1,691 south hoover street
585,wonder bakery,90012,,4.0,,5,943 n broadway
586,ok chinese restaurant,90042,3232592414,3.0,,3,6320 north figueroa street
587,kung pao bistro,91604,8187668686,3.5,$$ - $$$,4,11838 ventura blvd
588,san woo bbq express,90012,2136873763,3.5,,4,727 n broadway
589,mandarin tiger restaurant,91356,8183450151,4.0,,2,18900 ventura blvd
590,the palace,90027,3236673388,4.5,$$ - $$$,9,2112 hillhurst ave
591,lin's chinese cuisine,90064,3104788892,3.5,$,5,11668 w pico blvd
592,paul's kitchen,90015,2137495004,3.5,,3,1012 s san pedro st
593,original thai restaurant,91602,8185060789,4.0,,10,11363 riverside dr
594,vip harbor seafood,90025,3109793377,3.0,$$ - $$$,5,11701 wilshire blvd ste 16
595,vip chinese restaurant,90005,2133898532,3.5,,4,705 s western ave
596,wok master,90036,3239342999,3.5,,2,7170 beverly blvd
597,kolah farangi,90035,3102744007,3.5,$$ - $$$,9,9180 w pico blvd
598,fina estampa,91311,8187738981,3.5,$$ - $$$,4,21830 nordhoff st
599,arunee house,91602,8187609074,3.0,,5,10140 riverside dr
600,hong kong banjum,90005,2133881789,3.0,,3,833 s western ave
601,china buffet,91303,8185934700,3.5,,2,21730 sherman way
602,lotus inn china bistro,91364,8188880878,3.5,,5,21733 ventura blvd
603,china wok,90019,3239548486,2.5,,2,1527 crenshaw blvd
604,siam chan restaurant,90025,3104444981,3.5,,10,11550 1/2 santa monica blvd
605,jose antonio peruvian chinese cuisine,91311,8187178900,3.5,,3,20951 devonshire st
606,vim,90027,3236621017,3.0,$$ - $$$,5,5132 hollywood blvd
607,china cook express,90017,3108331268,3.0,,3,683 w 6th st
608,china town deli,90012,2136258721,4.0,,2,828 n broadway
609,panda inn chinese restaurant,10800,3104707790,3.5,$$ - $$$,10,10800 west pico blvd
610,szechwan palace restaurant,90293,3108272066,3.5,$$ - $$$,10,431 culver blvd
611,dragon restaurant,90006,2133878833,4.0,,6,966 s vermont ave
612,bamboo forest chinese restaurant,91411,8189888688,3.5,,5,14834 burbank blvd
613,mei zhou dong po restaurant,,3107880120,3.0,,4,century city mall
614,soybean chinese restaurant,90025,3104476526,2.5,,3,11966 wilshire blvd
615,china town express 80,90027,3234611207,3.0,$,11,5445 hollywood blvd
616,china way chinese fast food,90029,3236665898,3.5,,4,1100 north vermont avenue
617,jin jiang restaurant,90025,3104447171,3.5,$$ - $$$,8,11057 santa monica blvd
618,yee's chinese food,90043,3232954224,3.0,$,6,4400 w slauson ave
619,solo tapas chinese theatres 6,90028,4242784860,3.0,,2,6801 hollywood blvd ste 335
620,mom's donuts & chinese food,90026,3236659272,3.0,,1,601 silver lake blvd
621,k a canton,90034,3102027209,3.0,$,2,9840 national blvd
622,rene cafe,90017,2136899898,3.0,$,1,1123 west 7th street
623,panda chinese fast food,91324,8183496699,3.0,$,4,8870 corbin ave
624,taipan restaurant,90071,2136266688,3.0,,5,330 s hope st
625,china town express,90006,2133849211,3.0,,4,1001 south alvarado street
626,china gate chinese restaurant,90006,2133841119,2.0,,1,979 dewey ave
627,tam's garden chinese restaurant,90036,3239362858,3.0,$$ - $$$,2,5269 w olympic blvd
628,abc express chinese food,90058,2137461494,1.0,,1,1907 s alameda st
629,ok chinese restaurant,91405,8189885622,-1,,-1,7400 van nuys blvd
630,bamboo village chinese restaurant,91423,8187630083,-1,,-1,12910 magnolia blvd ste e
631,everest indian and chinese cuisine,91306,8187101903,-1,,-1,20844 vanowen st
632,mandarin house,90005,2133868976,-1,,-1,3074 w 8th st
633,li's wok express,91324,8188868682,-1,,-1,18515 roscoe blvd
634,wong's wok chinese food,91335,8187182970,-1,,-1,19361 saticoy st
635,lucky panda chinese fast food,91367,8188838088,-1,,-1,22802 victory blvd
636,hong kong bowl,90001,3235849125,-1,,-1,1632 firestone blvd
637,hong kong restaurant,90003,3237536188,-1,,-1,187 w manchester ave
638,china gate,90059,3235698781,-1,,-1,11814 wilmington ave
639,china food express restaurant,90005,2133803810,-1,,-1,3320 w 8th st
640,ho sai kai chinese restaurant,90018,3237314143,-1,,-1,3723 s western ave
641,happy family chinese restaurant,90020,2133891112,-1,,-1,301 s western ave
642,kay kay chinese food,90006,3237355321,-1,,-1,1722 s western ave
643,wonderful chinese restaurant,91343,8188940893,-1,,-1,16952 parthenia st
644,eggroll king chinese buffett,90732,3108328331,-1,,-1,28180 s western ave
645,mb chinese food,91423,8189958824,-1,,-1,14120 ventura blvd
646,chinatown express w manchester,90044,2137788278,-1,,-1,519 west manchester avenue
647,daly kitchen,90031,3232215923,-1,,-1,2333 daly street
648,china bowl express,90059,3235638838,-1,,-1,1601 e imperial hwy
649,wok & roll china,90038,,-1,,-1,1050 vine st
650,sizzling wok,91405,8189090883,-1,,-1,7070 sepulveda blvd
651,la china oaxaquena,90038,3234655586,-1,,-1,5710 santa monica blvd
